ลำดับ,ร้าน,วันที่,รหัสสินค้า,บาร์โค้ด,ชื่อสินค้า,รหัสหมวดหมู่,หมวดหมู่,ยอดยกมา,รับเข้า,ขายออก,รับแปร,เบิกแปร,ปรับเพิ่ม,ปรับลด,รับผลิต,เบิกผลิต,สินค้าคงเหลือ,หน่วย,@หน่วย,มูลค่าคงเหลือ,รหัสเหตุผล,เหตุผล
1003,CP Fresh Shop ດອນໜູນ,08/06/2025,2255120382,8858984833051,ຫມູປີ້ງ 10ໄມ້  550g,012,ອາຫານສຳເລັດຮູບ,60.0,0.0,6.0,0,0,0.0,0.0,0,0,54.0,ແພັກ,50996,2753784.0,-,-
1004,CP Fresh Shop ດອນໜູນ,08/06/2025,800000107246,8854698005289,ໂອອີຊິລົດເຂົ້າ,009,ເຄື່ອງດື່ມ,54.0,0.0,1.0,0,0,0.0,0.0,0,0,53.0,"ຊນ,ອັນ",9844,521732.0,-,-
1005,CP Fresh Shop ດອນໜູນ,08/06/2025,800000151045,03012025,ເຫັດຫອມ100g,804,ເຫັດ-ສາຫຼ່າຍ,52.0,0.0,1.0,0,0,0.0,0.0,0,0,51.0,"ຊນ,ອັນ",19400,989400.0,-,-
1006,CP Fresh Shop ດອນໜູນ,08/06/2025,800000084343,8857107981402,ລ້ອນປຽກດອກຝ້າຍ 500ກຼາມ,012,ອາຫານສຳເລັດຮູບ,50.0,0.0,1.0,0,0,0.0,0.0,0,0,49.0,"ຊນ,ອັນ",8500,416500.0,-,-
1007,CP Fresh Shop ດອນໜູນ,08/06/2025,800000256536,6955236542609,ເສັ້ນໝາກອຶ 200g,008,ເຄື່ອງແຫ້ງ,50.0,0.0,1.0,0,0,0.0,0.0,0,0,49.0,"ຊນ,ອັນ",11600,568400.0,-,-
1008,CP Fresh Shop ດອນໜູນ,08/06/2025,800000103163,6957599502474,ເສັ້ນມັນດ້າງຈຸ່ມເສັ້ນແປ250g,010,ເຄື່ອງປຸງ,45.0,0.0,1.0,0,0,0.0,0.0,0,0,44.0,"ຊນ,ອັນ",15667,689348.0,-,-
1009,CP Fresh Shop ດອນໜູນ,08/06/2025,800000084537,6953150185001,ເຫັດຫິມະ 200g,804,ເຫັດ-ສາຫຼ່າຍ,48.0,0.0,5.0,0,0,0.0,0.0,0,0,43.0,"ຊນ,ອັນ",5400,232200.0,-,-
1010,CP Fresh Shop ດອນໜູນ,08/06/2025,800000116730,8850620888234,ນ້ຳປາມຶກແກ້ວນ້ອຍ300g,010,ເຄື່ອງປຸງ,44.0,0.0,1.0,0,0,0.0,0.0,0,0,43.0,"ຊນ,ອັນ",8466,364038.0,-,-
1011,CP Fresh Shop ດອນໜູນ,08/06/2025,800000107245,8854698005043,ໂອອີຊິລົດໝາກນາວ,009,ເຄື່ອງດື່ມ,43.0,0.0,1.0,0,0,0.0,0.0,0,0,42.0,"ຊນ,ອັນ",9844,413448.0,-,-
1012,CP Fresh Shop ດອນໜູນ,08/06/2025,800000084234,13052025,ຫົວກະທຽມ500g,002,ຜັກປອດສານພິດ,40.0,0.0,2.0,0,0,0.0,0.0,0,0,38.0,"ຊນ,ອັນ",18260,693880.0,-,-
1013,CP Fresh Shop ດອນໜູນ,08/06/2025,800000101381,20210009,NVເສືອຮ້ອງໄຫ້ແພັກສະໄລ 300g,007,ອາຫານແຊ່ແຂງ,46.0,0.0,9.0,0,0,0.0,0.0,0,0,37.0,"ຊນ,ອັນ",46500,1720500.0,-,-
1014,CP Fresh Shop ດອນໜູນ,08/06/2025,2255121203,9921203,ຊິ້ນສະໂພກໝູ (ຊິ້ນຂາຫລັງ),003,ຊີ້ນສົດ,40.95,0.0,5.795,0,0,0.0,0.0,0,0,35.154,ກິໂລກຣາມ,86000,3023244.0,-,-
1015,CP Fresh Shop ດອນໜູນ,08/06/2025,800000103182,8801073113893,ຫມີເກົາຫລີບົວຖົງ,012,ອາຫານສຳເລັດຮູບ,38.0,0.0,3.0,0,0,0.0,0.0,0,0,35.0,"ຊນ,ອັນ",17250,603750.0,-,-
1016,CP Fresh Shop ດອນໜູນ,08/06/2025,800000101784,8850250002994,ຍຳຍຳກຸ້ງນ້ຳໃສຊ່ອງ,008,ເຄື່ອງແຫ້ງ,33.0,0.0,1.0,0,0,0.0,0.0,0,0,32.0,"ຊນ,ອັນ",3541,113312.0,-,-
1017,CP Fresh Shop ດອນໜູນ,08/06/2025,800000084459,8854334002498,ຟ້າໄທນໍ້າໃສ 350ມລ,010,ເຄື່ອງປຸງ,32.0,0.0,1.0,0,0,0.0,0.0,0,0,31.0,"ຊນ,ອັນ",14513,449903.0,-,-
1018,CP Fresh Shop ດອນໜູນ,08/06/2025,800000084369,8852014020572,pfpເຕົ້າຫູ້ປາລູກເຕົາ 500g,007,ອາຫານແຊ່ແຂງ,32.0,0.0,1.0,0,0,0.0,0.0,0,0,31.0,"ຊນ,ອັນ",33200,1029200.0,-,-
1019,CP Fresh Shop ດອນໜູນ,08/06/2025,800000126556,8647681176871,ເອັນເຫຼືອງ1000g,007,ອາຫານແຊ່ແຂງ,0.0,30.0,0.0,0,0,0.0,0.0,0,0,30.0,"ຊນ,ອັນ",130000,3900000.0,-,-
1020,CP Fresh Shop ດອນໜູນ,08/06/2025,800000101352,8852014085144,PFP ເຕົ້າຮູ້ຊີດ500g,007,ອາຫານແຊ່ແຂງ,33.0,0.0,4.0,0,0,0.0,0.0,0,0,29.0,"ຊນ,ອັນ",48350,1402150.0,-,-
1021,CP Fresh Shop ດອນໜູນ,08/06/2025,800000084192,8851959445716,ນໍ້າທິບ ແພັກນ້ອຍ 350ມລ,009,ເຄື່ອງດື່ມ,30.0,0.0,2.0,0,0,0.0,0.0,0,0,28.0,"ຊນ,ອັນ",27000,756000.0,-,-
1022,CP Fresh Shop ດອນໜູນ,08/06/2025,800000103168,8850403202509,ລ້ອນ​ສາຍ​ຜົນ​ຖົງ​350g,008,ເຄື່ອງແຫ້ງ,29.0,0.0,1.0,0,0,0.0,0.0,0,0,28.0,"ຊນ,ອັນ",30186,845208.0,-,-
1023,CP Fresh Shop ດອນໜູນ,08/06/2025,800000101360,8850016075002,ປູອັດTVI500g,007,ອາຫານແຊ່ແຂງ,28.0,0.0,1.0,0,0,0.0,0.0,0,0,27.0,"ຊນ,ອັນ",44200,1193400.0,-,-
1024,CP Fresh Shop ດອນໜູນ,08/06/2025,26020202,8851425210022,ໄກ່ຈໍ້ 500 ກັມ,012,ອາຫານສຳເລັດຮູບ,28.0,0.0,2.0,0,0,0.0,0.0,0,0,26.0,ຖົງ,62200,1617200.0,-,-
1025,CP Fresh Shop ດອນໜູນ,08/06/2025,800000107977,8851988005233,AROເນື້ອປາດໍລີ້ສະໄລ່,007,ອາຫານແຊ່ແຂງ,26.0,0.0,1.0,0,0,0.0,0.0,0,0,25.0,"ຊນ,ອັນ",59500,1487500.0,-,-
1026,CP Fresh Shop ດອນໜູນ,08/06/2025,800000084193,8851959643716,"ນໍ້າທິບ ແພັກໃຫຍ່ 1,5L",009,ເຄື່ອງດື່ມ,27.0,0.0,2.0,0,0,0.0,0.0,0,0,25.0,"ຊນ,ອັນ",27000,675000.0,-,-
1027,CP Fresh Shop ດອນໜູນ,08/06/2025,2255121205,9921205,ສັນນອກໝູ,003,ຊີ້ນສົດ,27.96,0.0,3.093,0,0,0.0,0.0,0,0,24.864,ກິໂລກຣາມ,90000,2237760.0,-,-
1028,CP Fresh Shop ດອນໜູນ,08/06/2025,800000155537,6974343132305,ໄສ້ກອກລົດໄຟ700g,007,ອາຫານແຊ່ແຂງ,25.0,0.0,1.0,0,0,0.0,0.0,0,0,24.0,"ຊນ,ອັນ",46000,1104000.0,-,-
1029,CP Fresh Shop ດອນໜູນ,08/06/2025,2255121614,8562551216146,ຊີ້ນໝູສາມຊັ້ນສະໄລ້ WF(TS) 500 ກຣາມ,006,ຊີ້ນແພກແບຣນ,37.0,0.0,13.0,0,0,0.0,0.0,0,0,24.0,ແພັກ,52000,1248000.0,-,-
1030,CP Fresh Shop ດອນໜູນ,08/06/2025,800000122561,6935283420020,ເສັ້ນເສສວນມັດ500g,008,ເຄື່ອງແຫ້ງ,25.0,0.0,1.0,0,0,0.0,0.0,0,0,24.0,"ຊນ,ອັນ",20000,480000.0,-,-
1031,CP Fresh Shop ດອນໜູນ,08/06/2025,800000084487,8850058004138,ແຈ່ວພັນທ້າຍແກ້ວໃຫຍ່ 820ກຼາມ,801,ນໍ້າແຈ່ວ,24.0,0.0,1.0,0,0,0.0,0.0,0,0,23.0,"ຊນ,ອັນ",61667,1418341.0,-,-
1032,CP Fresh Shop ດອນໜູນ,08/06/2025,2255120402,8858984833075,ໝູນຸ້ມໝັກພິກໄທດຳ 500g,006,ຊີ້ນແພກແບຣນ,24.0,0.0,1.0,0,0,0.0,0.0,0,0,23.0,ແພັກ,34001,782023.0,-,-
1033,CP Fresh Shop ດອນໜູນ,08/06/2025,2255120346,8858984833129,ຫມູທອດ 1000g,006,ຊີ້ນແພກແບຣນ,28.0,0.0,5.0,0,0,0.0,0.0,0,0,23.0,ແພັກ,66000,1518000.0,-,-
1034,CP Fresh Shop ດອນໜູນ,08/06/2025,800000147713,8852199150163,ປາເສັ້ນຈັບໂບ້ລົດບາບິຄິວ,013,ເຂົ້າໜົມ,22.0,0.0,1.0,0,0,0.0,0.0,0,0,21.0,"ຊນ,ອັນ",12900,270900.0,-,-
1035,CP Fresh Shop ດອນໜູນ,08/06/2025,800000101493,8851988000603,Aro ຖົ່ວເເຮະຢີ່ປຸ່ນເເຊ່ເເຂງ,007,ອາຫານແຊ່ແຂງ,21.0,0.0,1.0,0,0,0.0,0.0,0,0,20.0,"ຊນ,ອັນ",60900,1218000.0,-,-
1036,CP Fresh Shop ດອນໜູນ,08/06/2025,800000101378,85620888883,NVນົມໝູສະໄລ້A 500g,007,ອາຫານແຊ່ແຂງ,27.0,0.0,7.0,0,0,0.0,0.0,0,0,20.0,"ຊນ,ອັນ",52500,1050000.0,-,-
1037,CP Fresh Shop ດອນໜູນ,08/06/2025,800000246312,8850210000039,ນ້ຳ​ມັນ​ອາ​ງຸ່ນ1ml,010,ເຄື່ອງປຸງ,21.0,0.0,2.0,0,0,0.0,0.0,0,0,19.0,"ຊນ,ອັນ",36300,689700.0,-,-
1038,CP Fresh Shop ດອນໜູນ,08/06/2025,800000107255,8851123237062,ວິຕາມິນC ທັບທິມ,009,ເຄື່ອງດື່ມ,21.0,0.0,2.0,0,0,0.0,0.0,0,0,19.0,"ຊນ,ອັນ",8278,157282.0,-,-
1039,CP Fresh Shop ດອນໜູນ,08/06/2025,2255120354,8858984832931,ຫມູຝອຍ   100 g,012,ອາຫານສຳເລັດຮູບ,21.0,0.0,2.0,0,0,0.0,0.0,0,0,19.0,ແພັກ,22730,431870.0,-,-
1040,CP Fresh Shop ດອນໜູນ,08/06/2025,800000084337,8858828509593,ນົມສົ້ມ ໝາກໜອດ 60ml,012,ອາຫານສຳເລັດຮູບ,23.0,0.0,4.0,0,0,0.0,0.0,0,0,19.0,"ຊນ,ອັນ",3200,60800.0,-,-
1041,CP Fresh Shop ດອນໜູນ,08/06/2025,800000101357,8850016660024,tvi Seafood Bowl ທະເລລວມ,007,ອາຫານແຊ່ແຂງ,19.0,0.0,1.0,0,0,0.0,0.0,0,0,18.0,"ຊນ,ອັນ",86100,1549800.0,-,-
1042,CP Fresh Shop ດອນໜູນ,08/06/2025,800000084277,5101820,CP ຊຸດຈຸ່ມພີມ້ຽນ,002,ຜັກປອດສານພິດ,-2.0,21.0,1.0,0,0,0.0,0.0,0,0,18.0,"ຊນ,ອັນ",27000,486000.0,-,-
1043,CP Fresh Shop ດອນໜູນ,08/06/2025,2255121489,8562551214890,ສາມຊັ້ນໝູສະໄລ້ WRAP FREEZE 250 ກຣາມ,006,ຊີ້ນແພກແບຣນ,23.0,0.0,5.0,0,0,0.0,0.0,0,0,18.0,ແພັກ,33250,598500.0,-,-
1044,CP Fresh Shop ດອນໜູນ,08/06/2025,2255121230,9921230,ຊິ້ນໝູບົດປົນມັນໝູ 20%,003,ຊີ້ນສົດ,28.28,0.0,10.584,0,0,0.0,0.0,0,0,17.699,ກິໂລກຣາມ,86000,1522114.0,-,-
1045,CP Fresh Shop ດອນໜູນ,08/06/2025,2220354303,8850653335231,ໄຂ່ໄກ່ແຕະ 30 ຟອງ ຝາຄອບ-ເບີ 3,011,ໄກ່ - ໄຂ່,19.0,0.0,2.0,0,0,0.0,0.0,0,0,17.0,ແຕະ,73000,1241000.0,-,-
1046,CP Fresh Shop ດອນໜູນ,08/06/2025,800000084158,1234657465557,ຍອດອ່ອນຕາວັນ,005,ຜັກ,0.0,20.0,3.0,0,0,0.0,0.0,0,0,17.0,"ຊນ,ອັນ",10000,170000.0,-,-
1047,CP Fresh Shop ດອນໜູນ,08/06/2025,2255120443,8858984833372,ລູກຊີ້ນເອັນ 500g,012,ອາຫານສຳເລັດຮູບ,17.0,0.0,1.0,0,0,0.0,0.0,0,0,16.0,ແພັກ,22730,363680.0,-,-
1048,CP Fresh Shop ດອນໜູນ,08/06/2025,800000106734,8852014020558,pfp ເຕົາຮູ້ປາແຜ່ນ500g,007,ອາຫານແຊ່ແຂງ,17.0,0.0,1.0,0,0,0.0,0.0,0,0,16.0,"ຊນ,ອັນ",32250,516000.0,-,-
1049,CP Fresh Shop ດອນໜູນ,08/06/2025,800000101892,774754335558288,ແຈ່ວດາດໂຕໝູ (ນ້ອຍ),801,ນໍ້າແຈ່ວ,19.0,0.0,3.0,0,0,0.0,0.0,0,0,16.0,"ຊນ,ອັນ",15000,240000.0,-,-
1050,CP Fresh Shop ດອນໜູນ,08/06/2025,800000084529,9225168754294,ເຂົ້າປຸ້ນແຫ້ງຊຽງຂຽວ,008,ເຄື່ອງແຫ້ງ,17.0,0.0,1.0,0,0,0.0,0.0,0,0,16.0,"ຊນ,ອັນ",13334,213344.0,-,-
1051,CP Fresh Shop ດອນໜູນ,08/06/2025,800000246356,2055203820113,ເຂົ້າຈ້າວກາພະຍານາກ 1kg,008,ເຄື່ອງແຫ້ງ,16.0,0.0,1.0,0,0,0.0,0.0,0,0,15.0,"ຊນ,ອັນ",25400,381000.0,-,-
1052,CP Fresh Shop ດອນໜູນ,08/06/2025,800000107704,02212025,ປີກກາງຖົງ2kg,007,ອາຫານແຊ່ແຂງ,16.0,0.0,1.0,0,0,0.0,0.0,0,0,15.0,"ຊນ,ອັນ",187667,2815005.0,-,-
1053,CP Fresh Shop ດອນໜູນ,08/06/2025,800000161550,8859228203388,ປີກບົນຖົງໃສ2kg,007,ອາຫານແຊ່ແຂງ,16.0,0.0,1.0,0,0,0.0,0.0,0,0,15.0,"ຊນ,ອັນ",102000,1530000.0,-,-
1054,CP Fresh Shop ດອນໜູນ,08/06/2025,800000212436,8850250010937,ລົດດີຜົງລົດໝູ70g,010,ເຄື່ອງປຸງ,18.0,0.0,3.0,0,0,0.0,0.0,0,0,15.0,"ຊນ,ອັນ",6938,104070.0,-,-
1055,CP Fresh Shop ດອນໜູນ,08/06/2025,800000084219,20210008,NVນົມສະໄລ້A300ກຼາມ,007,ອາຫານແຊ່ແຂງ,22.0,0.0,7.0,0,0,0.0,0.0,0,0,15.0,"ຊນ,ອັນ",31500,472500.0,-,-
1056,CP Fresh Shop ດອນໜູນ,08/06/2025,800000126557,1122554466411,Mfoodແຈ່ວດາດ_ຈຸ່ມ500g,801,ນໍ້າແຈ່ວ,19.0,0.0,4.0,0,0,0.0,0.0,0,0,15.0,"ຊນ,ອັນ",27000,405000.0,-,-
1057,CP Fresh Shop ດອນໜູນ,08/06/2025,2255120442,8562551204426,ສາມຊັ້ນໝັກເກືອ 1000g,006,ຊີ້ນແພກແບຣນ,17.0,0.0,2.0,0,0,0.0,0.0,0,0,15.0,ແພັກ,60005,900075.0,-,-
1058,CP Fresh Shop ດອນໜູນ,08/06/2025,23003925,8935319710895,ນັກເກັດດາວ 300g,012,ອາຫານສຳເລັດຮູບ,15.0,0.0,1.0,0,0,0.0,0.0,0,0,14.0,ແພັກ,51997,727958.0,-,-
1059,CP Fresh Shop ດອນໜູນ,08/06/2025,2255121487,8562551214876,ສັນຄໍໝູສະໄລ້ WARP FREEZE 250 ກຣາມ,006,ຊີ້ນແພກແບຣນ,16.0,0.0,2.0,0,0,0.0,0.0,0,0,14.0,ແພັກ,35000,490000.0,-,-
1060,CP Fresh Shop ດອນໜູນ,08/06/2025,800000084485,8850058004633,ແຈ່ວພັນທ້າຍ 342 ກຼາມ,801,ນໍ້າແຈ່ວ,15.0,0.0,1.0,0,0,0.0,0.0,0,0,14.0,"ຊນ,ອັນ",32654,457156.0,-,-
1061,CP Fresh Shop ດອນໜູນ,08/06/2025,800000101377,20210007,NV ຂາລາຍສະໄລ 300g,007,ອາຫານແຊ່ແຂງ,15.0,0.0,1.0,0,0,0.0,0.0,0,0,14.0,"ຊນ,ອັນ",40500,567000.0,-,-
1062,CP Fresh Shop ດອນໜູນ,08/06/2025,2255121521,9921521,ຕີນໝູຕັດ,003,ຊີ້ນສົດ,20.9,0.0,7.692,0,0,0.0,0.0,0,0,13.205,ກິໂລກຣາມ,48000,633840.0,-,-
1063,CP Fresh Shop ດອນໜູນ,08/06/2025,800000107251,8850002010109,ຊັນໄລ ໄລປອນເອມຖົງ550ml,015,ເຄື່ອງໃຊ້ທົ່ວໄປ,14.0,0.0,1.0,0,0,0.0,0.0,0,0,13.0,"ຊນ,ອັນ",10079,131027.0,-,-
1064,CP Fresh Shop ດອນໜູນ,08/06/2025,2255120314,8858984832832,ໝູຍໍ່ A 1000 g,012,ອາຫານສຳເລັດຮູບ,20.0,0.0,7.0,0,0,0.0,0.0,0,0,13.0,ແພັກ,58003,754039.0,-,-
1065,CP Fresh Shop ດອນໜູນ,08/06/2025,800000101379,2302202223,NVໜອກສະໄລອົດສະຕາລີ300g,007,ອາຫານແຊ່ແຂງ,15.0,0.0,3.0,0,0,0.0,0.0,0,0,12.0,"ຊນ,ອັນ",58500,702000.0,-,-
1066,CP Fresh Shop ດອນໜູນ,08/06/2025,2255121620,8562551216207,ກະດູກຂ້າງໝູຕັດເສັ້ນ WF(TS) 500 ກຣາມ,006,ຊີ້ນແພກແບຣນ,14.0,0.0,2.0,0,0,0.0,0.0,0,0,12.0,ແພັກ,60000,720000.0,-,-
1067,CP Fresh Shop ດອນໜູນ,08/06/2025,800000107690,8851727002059,ປາປີກ້າຖົງ48g,013,ເຂົ້າໜົມ,13.0,0.0,2.0,0,0,0.0,0.0,0,0,11.0,"ຊນ,ອັນ",12542,137962.0,-,-
1068,CP Fresh Shop ດອນໜູນ,08/06/2025,800000084304,8851004401254,ເທດໂຕ້ລົດບາບີຄີວຖົງ42g,013,ເຂົ້າໜົມ,13.0,0.0,2.0,0,0,0.0,0.0,0,0,11.0,"ຊນ,ອັນ",8959,98549.0,-,-
1069,CP Fresh Shop ດອນໜູນ,08/06/2025,800000122681,6971528230016,ເສັ້ນດຳເປັນມັດ500g,008,ເຄື່ອງແຫ້ງ,12.0,0.0,1.0,0,0,0.0,0.0,0,0,11.0,"ຊນ,ອັນ",22500,247500.0,-,-
1070,CP Fresh Shop ດອນໜູນ,08/06/2025,800000084318,8859268100647,ໄສ້ກອກຫມູຄອກເທວຜະສົມຊີສ 500g,007,ອາຫານແຊ່ແຂງ,16.0,0.0,5.0,0,0,0.0,0.0,0,0,11.0,"ຊນ,ອັນ",42200,464200.0,-,-
1071,CP Fresh Shop ດອນໜູນ,08/06/2025,2255121621,8562551216214,ກະດູກອ່ອນໝູຕັດຕ່ອນ WF(TS) 500 ກຣາມ,006,ຊີ້ນແພກແບຣນ,15.0,0.0,4.0,0,0,0.0,0.0,0,0,11.0,ແພັກ,59000,649000.0,-,-
1072,CP Fresh Shop ດອນໜູນ,08/06/2025,800000107415,-,ໄຕໄກ່ 1 kg,007,ອາຫານແຊ່ແຂງ,11.0,0.0,2.0,0,0,0.0,0.0,0,0,9.0,"ຊນ,ອັນ",29800,268200.0,-,-
1073,CP Fresh Shop ດອນໜູນ,08/06/2025,800000102050,03092024,ເຫັດຫຼວງ500g,804,ເຫັດ-ສາຫຼ່າຍ,14.0,0.0,5.0,0,0,0.0,0.0,0,0,9.0,"ຊນ,ອັນ",13000,117000.0,-,-
1074,CP Fresh Shop ດອນໜູນ,08/06/2025,23003923,8935319711311,ນັກເກັດວົງ 300g,012,ອາຫານສຳເລັດຮູບ,9.0,0.0,1.0,0,0,0.0,0.0,0,0,8.0,"ຊນ,ອັນ",51997,415976.0,-,-
1075,CP Fresh Shop ດອນໜູນ,08/06/2025,2255121209,9921209,ຊິ້ນບ່າໄຫລ່ໝູ (ຊິ້ນຂາໜ້າ),003,ຊີ້ນສົດ,15.13,0.0,7.794,0,0,0.0,0.0,0,0,7.338,ກິໂລກຣາມ,86000,631068.0,-,-
1076,CP Fresh Shop ດອນໜູນ,08/06/2025,800000244109,05122025,ເຕົ້າຫູ້ແຫ້ງເສັ້ນ,008,ເຄື່ອງແຫ້ງ,8.0,0.0,1.0,0,0,0.0,0.0,0,0,7.0,"ຊນ,ອັນ",11250,78750.0,-,-
1077,CP Fresh Shop ດອນໜູນ,08/06/2025,800000084508,8850124065414,ແມັກກີ້ 200ມລ,010,ເຄື່ອງປຸງ,8.0,0.0,1.0,0,0,0.0,0.0,0,0,7.0,"ຊນ,ອັນ",17792,124544.0,-,-
1078,CP Fresh Shop ດອນໜູນ,08/06/2025,2255121207,9921207,ຊິ້ນໝູສາມຊັ້ນ,003,ຊີ້ນສົດ,22.66,0.0,15.682,0,0,0.0,0.0,0,0,6.98,ກິໂລກຣາມ,92000,642160.0,-,-
1079,CP Fresh Shop ດອນໜູນ,08/06/2025,2255121204,9921204,ສັນຄໍໝູ,003,ຊີ້ນສົດ,13.56,0.0,7.394,0,0,0.0,0.0,0,0,6.165,ກິໂລກຣາມ,96000,591840.0,-,-
1080,CP Fresh Shop ດອນໜູນ,08/06/2025,800000084247,25667751,ຜັກບົ້ງ 300ກຼາມ,002,ຜັກປອດສານພິດ,7.0,0.0,1.0,0,0,0.0,0.0,0,0,6.0,"ຊນ,ອັນ",3462,20772.0,-,-
1081,CP Fresh Shop ດອນໜູນ,08/06/2025,2255121274,8562551215095,ຊີ້ນສາມຊັ້ນສະໄລ້ອານາໄມ 1000 ກຣາມ,006,ຊີ້ນແພກແບຣນ,7.0,0.0,1.0,0,0,0.0,0.0,0,0,6.0,ແພັກ,93000,558000.0,-,-
1082,CP Fresh Shop ດອນໜູນ,08/06/2025,2255121410,8562551214104,ຫາງໝູອານາໄມ FREEZE 1000 ກຣາມ,004,ຊີ້ນອານາໄມ,7.0,0.0,1.0,0,0,0.0,0.0,0,0,6.0,ຖົງ,63000,378000.0,-,-
1083,CP Fresh Shop ດອນໜູນ,08/06/2025,800000084393,9639472640196,ປາຊາບະເປັນໂຕ 400ກຼາມ,007,ອາຫານແຊ່ແຂງ,8.0,0.0,2.0,0,0,0.0,0.0,0,0,6.0,"ຊນ,ອັນ",46000,276000.0,-,-
1084,CP Fresh Shop ດອນໜູນ,08/06/2025,800000123521,8859014014532,ເລັບມືນາງ1kg,007,ອາຫານແຊ່ແຂງ,7.0,0.0,1.0,0,0,0.0,0.0,0,0,6.0,"ຊນ,ອັນ",57000,342000.0,-,-
1085,CP Fresh Shop ດອນໜູນ,08/06/2025,800000104157,8850016635251,ເປົາ​ທູ​ໂທນ​ໄສ້​ໄຂ່​ກຸ້ງ500g,007,ອາຫານແຊ່ແຂງ,7.0,0.0,1.0,0,0,0.0,0.0,0,0,6.0,"ຊນ,ອັນ",52100,312600.0,-,-
1086,CP Fresh Shop ດອນໜູນ,08/06/2025,800000103617,9985612345,ຜັກກາດຂາວ,002,ຜັກປອດສານພິດ,7.55,0.0,1.698,0,0,0.0,0.0,0,0,5.853,ກິໂລກຣາມ,22000,128766.0,-,-
1087,CP Fresh Shop ດອນໜູນ,08/06/2025,800000107278,8850718819478,ເລ່ລົດໂມລິສະລາຍຖົງ44g,013,ເຂົ້າໜົມ,7.0,0.0,2.0,0,0,0.0,0.0,0,0,5.0,"ຊນ,ອັນ",11313,56565.0,-,-
1088,CP Fresh Shop ດອນໜູນ,08/06/2025,800000141350,8850718819485,ເລ່ລົດບາບີຄີວ44g,013,ເຂົ້າໜົມ,7.0,0.0,2.0,0,0,0.0,0.0,0,0,5.0,"ຊນ,ອັນ",11313,56565.0,-,-
1089,CP Fresh Shop ດອນໜູນ,08/06/2025,800000084303,8851055843010,ຮອນດອກແດງນ້ອຍ1kg,007,ອາຫານແຊ່ແຂງ,6.0,0.0,1.0,0,0,0.0,0.0,0,0,5.0,"ຊນ,ອັນ",29900,149500.0,-,-
1090,CP Fresh Shop ດອນໜູນ,08/06/2025,800000084498,6942032700494,ແຈ່ວເສສວນງົວຫອມ150ກຮາມ,010,ເຄື່ອງປຸງ,6.0,0.0,1.0,0,0,0.0,0.0,0,0,5.0,"ຊນ,ອັນ",18875,94375.0,-,-
1091,CP Fresh Shop ດອນໜູນ,08/06/2025,2255121283,9921283,ກະດູກສັນຫລັງ,003,ຊີ້ນສົດ,19.45,0.0,14.873,0,0,0.0,0.0,0,0,4.577,ກິໂລກຣາມ,40000,183080.0,-,-
1092,CP Fresh Shop ດອນໜູນ,08/06/2025,800000247429,8850718804573,ເລ່ຊາວຄີມແລະຫົວຫອມກ່ອງ100g,013,ເຂົ້າໜົມ,5.0,0.0,1.0,0,0,0.0,0.0,0,0,4.0,"ຊນ,ອັນ",28875,115500.0,-,-
1093,CP Fresh Shop ດອນໜູນ,08/06/2025,800000084257,68074943,ຜັກຫົມ 300ກຼາມ,002,ຜັກປອດສານພິດ,6.0,0.0,2.0,0,0,0.0,0.0,0,0,4.0,"ຊນ,ອັນ",5556,22224.0,-,-
1094,CP Fresh Shop ດອນໜູນ,08/06/2025,800000237425,6922507825761,ເສັ້ນດາເມັນ200g,902,ປະເພດ-ເສັ້ນ,6.0,0.0,2.0,0,0,0.0,0.0,0,0,4.0,"ຊນ,ອັນ",9334,37336.0,-,-
1095,CP Fresh Shop ດອນໜູນ,08/06/2025,2210440004,994000403,ໂຄງໄກ່ເນື້ອຕິດຫົວ,011,ໄກ່ - ໄຂ່,6.67,0.0,2.798,0,0,0.0,0.0,0,0,3.874,ກິໂລກຣາມ,13000,50362.0,-,-
1096,CP Fresh Shop ດອນໜູນ,08/06/2025,2210440043,8562104400435,ເອິກໄກ່ເນື້ອຕິດຫນັງອານາໄມ,014,ໄກ່ແພັກແບັນ,5.2,0.0,2.0,0,0,0.0,0.0,0,0,3.201,ແພັກ,57000,182457.0,-,-
1097,CP Fresh Shop ດອນໜູນ,08/06/2025,800000247442,8850718803873,ເລ່ກິ່ນກຸ້ງມັງກອນສະໄປຊີກ່ອງ100g,013,ເຂົ້າໜົມ,4.0,0.0,1.0,0,0,0.0,0.0,0,0,3.0,"ຊນ,ອັນ",28875,86625.0,-,-
1098,CP Fresh Shop ດອນໜູນ,08/06/2025,800000084494,1234567,ແຈ່ວສຸກີ້ແມ່ທອນ 250g,010,ເຄື່ອງປຸງ,5.0,0.0,2.0,0,0,0.0,0.0,0,0,3.0,"ຊນ,ອັນ",18000,54000.0,-,-
1099,CP Fresh Shop ດອນໜູນ,08/06/2025,800000199404,8850424001730,ຂະໜົມຊີລ້ຽວຊອກໂກແລດສອດໄສ້ຄີມ,013,ເຂົ້າໜົມ,4.0,0.0,1.0,0,0,0.0,0.0,0,0,3.0,"ຊນ,ອັນ",11019,33057.0,-,-
1100,CP Fresh Shop ດອນໜູນ,08/06/2025,2210440047,8562104400473,ຕີນໄກ່ເນື້ອອານາໄມ,014,ໄກ່ແພັກແບັນ,4.0,0.0,1.0,0,0,0.0,0.0,0,0,3.0,ແພັກ,53000,159000.0,-,-
